date,store,item,sales,sales (t-1),sales (t-2),sales (t-3)
01/04/2015,1,1,14,16,19,11
01/05/2015,1,1,14,14,16,19
01/06/2015,1,1,9,14,14,16
01/07/2015,1,1,13,9,14,14
01/08/2015,1,1,18,13,9,14
01/09/2015,1,1,18,18,13,9
01/10/2015,1,1,17,18,18,13
01/11/2015,1,1,19,17,18,18
01/12/2015,1,1,9,19,17,18
01/13/2015,1,1,9,9,19,17
01/14/2015,1,1,15,9,9,19
01/15/2015,1,1,10,15,9,9
01/16/2015,1,1,15,10,15,9
01/17/2015,1,1,16,15,10,15
01/18/2015,1,1,15,16,15,10
01/19/2015,1,1,12,15,16,15
01/20/2015,1,1,12,12,15,16
01/21/2015,1,1,10,12,12,15
01/22/2015,1,1,8,10,12,12
01/23/2015,1,1,14,8,10,12
01/24/2015,1,1,20,14,8,10
01/25/2015,1,1,19,20,14,8
01/26/2015,1,1,12,19,20,14
01/27/2015,1,1,13,12,19,20
01/28/2015,1,1,13,13,12,19
01/29/2015,1,1,7,13,13,12
01/30/2015,1,1,12,7,13,13
01/31/2015,1,1,19,12,7,13
02/01/2015,1,1,17,19,12,7
02/02/2015,1,1,6,17,19,12
02/03/2015,1,1,10,6,17,19
02/04/2015,1,1,8,10,6,17
02/05/2015,1,1,18,8,10,6
02/06/2015,1,1,13,18,8,10
02/07/2015,1,1,13,13,18,8
02/08/2015,1,1,18,13,13,18
02/09/2015,1,1,12,18,13,13
02/10/2015,1,1,15,12,18,13
02/11/2015,1,1,19,15,12,18
02/12/2015,1,1,15,19,15,12
02/13/2015,1,1,13,15,19,15
02/14/2015,1,1,11,13,15,19
02/15/2015,1,1,18,11,13,15
02/16/2015,1,1,14,18,11,13
02/17/2015,1,1,16,14,18,11
02/18/2015,1,1,16,16,14,18
02/19/2015,1,1,11,16,16,14
02/20/2015,1,1,10,11,16,16
02/21/2015,1,1,19,10,11,16
02/22/2015,1,1,24,19,10,11
02/23/2015,1,1,9,24,19,10
02/24/2015,1,1,8,9,24,19
02/25/2015,1,1,13,8,9,24
02/26/2015,1,1,18,13,8,9
02/27/2015,1,1,17,18,13,8
02/28/2015,1,1,18,17,18,13
03/01/2015,1,1,18,18,17,18
03/02/2015,1,1,17,18,18,17
03/03/2015,1,1,14,17,18,18
03/04/2015,1,1,19,14,17,18
03/05/2015,1,1,10,19,14,17
03/06/2015,1,1,17,10,19,14
03/07/2015,1,1,16,17,10,19
03/08/2015,1,1,13,16,17,10
03/09/2015,1,1,13,13,16,17
03/10/2015,1,1,23,13,13,16
03/11/2015,1,1,21,23,13,13
03/12/2015,1,1,24,21,23,13
03/13/2015,1,1,25,24,21,23
03/14/2015,1,1,15,25,24,21
03/15/2015,1,1,20,15,25,24
03/16/2015,1,1,13,20,15,25
03/17/2015,1,1,15,13,20,15
03/18/2015,1,1,16,15,13,20
03/19/2015,1,1,17,16,15,13
03/20/2015,1,1,31,17,16,15
03/21/2015,1,1,25,31,17,16
03/22/2015,1,1,23,25,31,17
03/23/2015,1,1,16,23,25,31
03/24/2015,1,1,18,16,23,25
03/25/2015,1,1,13,18,16,23
03/26/2015,1,1,10,13,18,16
03/27/2015,1,1,16,10,13,18
03/28/2015,1,1,12,16,10,13
03/29/2015,1,1,25,12,16,10
03/30/2015,1,1,19,25,12,16
03/31/2015,1,1,18,19,25,12
04/01/2015,1,1,24,18,19,25
04/02/2015,1,1,20,24,18,19
04/03/2015,1,1,27,20,24,18
04/04/2015,1,1,26,27,20,24
04/05/2015,1,1,20,26,27,20
04/06/2015,1,1,20,20,26,27
04/07/2015,1,1,19,20,20,26
04/08/2015,1,1,17,19,20,20
04/09/2015,1,1,20,17,19,20
04/10/2015,1,1,24,20,17,19
04/11/2015,1,1,17,24,20,17
04/12/2015,1,1,21,17,24,20
04/13/2015,1,1,14,21,17,24
04/14/2015,1,1,26,14,21,17
04/15/2015,1,1,26,26,14,21
04/16/2015,1,1,20,26,26,14
04/17/2015,1,1,22,20,26,26
04/18/2015,1,1,23,22,20,26
04/19/2015,1,1,24,23,22,20
04/20/2015,1,1,17,24,23,22
04/21/2015,1,1,25,17,24,23
04/22/2015,1,1,19,25,17,24
04/23/2015,1,1,17,19,25,17
04/24/2015,1,1,11,17,19,25
04/25/2015,1,1,29,11,17,19
04/26/2015,1,1,30,29,11,17
04/27/2015,1,1,22,30,29,11
04/28/2015,1,1,27,22,30,29
04/29/2015,1,1,18,27,22,30
04/30/2015,1,1,27,18,27,22
05/01/2015,1,1,20,27,18,27
05/02/2015,1,1,22,20,27,18
05/03/2015,1,1,33,22,20,27
05/04/2015,1,1,14,33,22,20
05/05/2015,1,1,25,14,33,22
05/06/2015,1,1,13,25,14,33
05/07/2015,1,1,23,13,25,14
05/08/2015,1,1,22,23,13,25
05/09/2015,1,1,29,22,23,13
05/10/2015,1,1,29,29,22,23
05/11/2015,1,1,24,29,29,22
05/12/2015,1,1,21,24,29,29
05/13/2015,1,1,14,21,24,29
05/14/2015,1,1,17,14,21,24
05/15/2015,1,1,27,17,14,21
05/16/2015,1,1,31,27,17,14
05/17/2015,1,1,27,31,27,17
05/18/2015,1,1,11,27,31,27
05/19/2015,1,1,28,11,27,31
05/20/2015,1,1,17,28,11,27
05/21/2015,1,1,27,17,28,11
05/22/2015,1,1,22,27,17,28
05/23/2015,1,1,24,22,27,17
05/24/2015,1,1,27,24,22,27
05/25/2015,1,1,19,27,24,22
05/26/2015,1,1,19,19,27,24
05/27/2015,1,1,22,19,19,27
05/28/2015,1,1,23,22,19,19
05/29/2015,1,1,18,23,22,19
05/30/2015,1,1,36,18,23,22
05/31/2015,1,1,27,36,18,23
06/01/2015,1,1,23,27,36,18
06/02/2015,1,1,15,23,27,36
06/03/2015,1,1,23,15,23,27
06/04/2015,1,1,25,23,15,23
06/05/2015,1,1,18,25,23,15
06/06/2015,1,1,43,18,25,23
06/07/2015,1,1,22,43,18,25
06/08/2015,1,1,18,22,43,18
06/09/2015,1,1,19,18,22,43
06/10/2015,1,1,22,19,18,22
06/11/2015,1,1,29,22,19,18
06/12/2015,1,1,23,29,22,19
06/13/2015,1,1,28,23,29,22
06/14/2015,1,1,30,28,23,29
06/15/2015,1,1,19,30,28,23
06/16/2015,1,1,17,19,30,28
06/17/2015,1,1,28,17,19,30
06/18/2015,1,1,29,28,17,19
06/19/2015,1,1,20,29,28,17
06/20/2015,1,1,30,20,29,28
06/21/2015,1,1,34,30,20,29
06/22/2015,1,1,14,34,30,20
06/23/2015,1,1,27,14,34,30
06/24/2015,1,1,26,27,14,34
06/25/2015,1,1,21,26,27,14
06/26/2015,1,1,30,21,26,27
06/27/2015,1,1,31,30,21,26
06/28/2015,1,1,35,31,30,21
06/29/2015,1,1,26,35,31,30
06/30/2015,1,1,23,26,35,31
07/01/2015,1,1,21,23,26,35
07/02/2015,1,1,26,21,23,26
07/03/2015,1,1,30,26,21,23
07/04/2015,1,1,40,30,26,21
07/05/2015,1,1,30,40,30,26
07/06/2015,1,1,20,30,40,30
07/07/2015,1,1,24,20,30,40
07/08/2015,1,1,21,24,20,30
07/09/2015,1,1,33,21,24,20
07/10/2015,1,1,26,33,21,24
07/11/2015,1,1,30,26,33,21
07/12/2015,1,1,19,30,26,33
07/13/2015,1,1,22,19,30,26
07/14/2015,1,1,19,22,19,30
07/15/2015,1,1,20,19,22,19
07/16/2015,1,1,41,20,19,22
07/17/2015,1,1,31,41,20,19
07/18/2015,1,1,38,31,41,20
07/19/2015,1,1,38,38,31,41
07/20/2015,1,1,22,38,38,31
07/21/2015,1,1,29,22,38,38
07/22/2015,1,1,27,29,22,38
07/23/2015,1,1,17,27,29,22
07/24/2015,1,1,29,17,27,29
07/25/2015,1,1,34,29,17,27
07/26/2015,1,1,38,34,29,17
07/27/2015,1,1,13,38,34,29
07/28/2015,1,1,27,13,38,34
07/29/2015,1,1,26,27,13,38
07/30/2015,1,1,22,26,27,13
07/31/2015,1,1,29,22,26,27
08/01/2015,1,1,28,29,22,26
08/02/2015,1,1,19,28,29,22
08/03/2015,1,1,20,19,28,29
08/04/2015,1,1,26,20,19,28
08/05/2015,1,1,20,26,20,19
08/06/2015,1,1,25,20,26,20
08/07/2015,1,1,22,25,20,26
08/08/2015,1,1,19,22,25,20
08/09/2015,1,1,33,19,22,25
08/10/2015,1,1,14,33,19,22
08/11/2015,1,1,16,14,33,19
08/12/2015,1,1,24,16,14,33
08/13/2015,1,1,25,24,16,14
08/14/2015,1,1,23,25,24,16
08/15/2015,1,1,26,23,25,24
08/16/2015,1,1,27,26,23,25
08/17/2015,1,1,14,27,26,23
08/18/2015,1,1,18,14,27,26
08/19/2015,1,1,24,18,14,27
08/20/2015,1,1,17,24,18,14
08/21/2015,1,1,29,17,24,18
08/22/2015,1,1,22,29,17,24
08/23/2015,1,1,19,22,29,17
08/24/2015,1,1,19,19,22,29
08/25/2015,1,1,22,19,19,22
08/26/2015,1,1,26,22,19,19
08/27/2015,1,1,23,26,22,19
08/28/2015,1,1,25,23,26,22
08/29/2015,1,1,36,25,23,26
08/30/2015,1,1,25,36,25,23
08/31/2015,1,1,20,25,36,25
09/01/2015,1,1,27,20,25,36
09/02/2015,1,1,22,27,20,25
09/03/2015,1,1,16,22,27,20
09/04/2015,1,1,16,16,22,27
09/05/2015,1,1,34,16,16,22
09/06/2015,1,1,25,34,16,16
09/07/2015,1,1,17,25,34,16
09/08/2015,1,1,25,17,25,34
09/09/2015,1,1,13,25,17,25
09/10/2015,1,1,25,13,25,17
09/11/2015,1,1,28,25,13,25
09/12/2015,1,1,24,28,25,13
09/13/2015,1,1,28,24,28,25
09/14/2015,1,1,22,28,24,28
09/15/2015,1,1,21,22,28,24
09/16/2015,1,1,23,21,22,28
09/17/2015,1,1,19,23,21,22
09/18/2015,1,1,16,19,23,21
09/19/2015,1,1,40,16,19,23
09/20/2015,1,1,28,40,16,19
09/21/2015,1,1,18,28,40,16
09/22/2015,1,1,20,18,28,40
09/23/2015,1,1,22,20,18,28
09/24/2015,1,1,28,22,20,18
09/25/2015,1,1,20,28,22,20
09/26/2015,1,1,20,20,28,22
09/27/2015,1,1,32,20,20,28
09/28/2015,1,1,15,32,20,20
09/29/2015,1,1,19,15,32,20
09/30/2015,1,1,15,19,15,32
10/01/2015,1,1,25,15,19,15
10/02/2015,1,1,12,25,15,19
10/03/2015,1,1,20,12,25,15
10/04/2015,1,1,22,20,12,25
10/05/2015,1,1,13,22,20,12
10/06/2015,1,1,14,13,22,20
10/07/2015,1,1,19,14,13,22
10/08/2015,1,1,21,19,14,13
10/09/2015,1,1,27,21,19,14
10/10/2015,1,1,22,27,21,19
10/11/2015,1,1,25,22,27,21
10/12/2015,1,1,12,25,22,27
10/13/2015,1,1,24,12,25,22
10/14/2015,1,1,26,24,12,25
10/15/2015,1,1,19,26,24,12
10/16/2015,1,1,23,19,26,24
10/17/2015,1,1,22,23,19,26
10/18/2015,1,1,25,22,23,19
10/19/2015,1,1,19,25,22,23
10/20/2015,1,1,21,19,25,22
10/21/2015,1,1,24,21,19,25
10/22/2015,1,1,17,24,21,19
10/23/2015,1,1,28,17,24,21
10/24/2015,1,1,24,28,17,24
10/25/2015,1,1,33,24,28,17
10/26/2015,1,1,18,33,24,28
10/27/2015,1,1,18,18,33,24
10/28/2015,1,1,8,18,18,33
10/29/2015,1,1,17,8,18,18
10/30/2015,1,1,19,17,8,18
10/31/2015,1,1,30,19,17,8
11/01/2015,1,1,26,30,19,17
11/02/2015,1,1,16,26,30,19
11/03/2015,1,1,25,16,26,30
11/04/2015,1,1,26,25,16,26
11/05/2015,1,1,21,26,25,16
11/06/2015,1,1,24,21,26,25
11/07/2015,1,1,25,24,21,26
11/08/2015,1,1,25,25,24,21
11/09/2015,1,1,16,25,25,24
11/10/2015,1,1,15,16,25,25
11/11/2015,1,1,24,15,16,25
11/12/2015,1,1,19,24,15,16
11/13/2015,1,1,21,19,24,15
11/14/2015,1,1,37,21,19,24
11/15/2015,1,1,31,37,21,19
11/16/2015,1,1,14,31,37,21
11/17/2015,1,1,19,14,31,37
11/18/2015,1,1,30,19,14,31
11/19/2015,1,1,26,30,19,14
11/20/2015,1,1,27,26,30,19
11/21/2015,1,1,22,27,26,30
11/22/2015,1,1,30,22,27,26
11/23/2015,1,1,21,30,22,27
11/24/2015,1,1,20,21,30,22
11/25/2015,1,1,16,20,21,30
11/26/2015,1,1,19,16,20,21
11/27/2015,1,1,33,19,16,20
11/28/2015,1,1,24,33,19,16
11/29/2015,1,1,27,24,33,19
11/30/2015,1,1,5,27,24,33
12/01/2015,1,1,13,5,27,24
12/02/2015,1,1,12,13,5,27
12/03/2015,1,1,14,12,13,5
12/04/2015,1,1,29,14,12,13
12/05/2015,1,1,12,29,14,12
12/06/2015,1,1,14,12,29,14
12/07/2015,1,1,14,14,12,29
12/08/2015,1,1,13,14,14,12
12/09/2015,1,1,18,13,14,14
12/10/2015,1,1,14,18,13,14
12/11/2015,1,1,21,14,18,13
12/12/2015,1,1,23,21,14,18
12/13/2015,1,1,14,23,21,14
12/14/2015,1,1,10,14,23,21
12/15/2015,1,1,12,10,14,23
12/16/2015,1,1,19,12,10,14
12/17/2015,1,1,9,19,12,10
12/18/2015,1,1,19,9,19,12
12/19/2015,1,1,21,19,9,19
12/20/2015,1,1,17,21,19,9
12/21/2015,1,1,10,17,21,19
12/22/2015,1,1,13,10,17,21
12/23/2015,1,1,14,13,10,17
12/24/2015,1,1,7,14,13,10
12/25/2015,1,1,19,7,14,13
12/26/2015,1,1,13,19,7,14
12/27/2015,1,1,17,13,19,7
12/28/2015,1,1,4,17,13,19
12/29/2015,1,1,12,4,17,13
12/30/2015,1,1,15,12,4,17
12/31/2015,1,1,18,15,12,4
01/01/2016,1,1,21,18,15,12
01/02/2016,1,1,13,21,18,15
01/03/2016,1,1,12,13,21,18
01/04/2016,1,1,12,12,13,21
01/05/2016,1,1,12,12,12,13
01/06/2016,1,1,16,12,12,12
01/07/2016,1,1,12,16,12,12
01/08/2016,1,1,12,12,16,12
01/09/2016,1,1,16,12,12,16
01/10/2016,1,1,26,16,12,12
01/11/2016,1,1,7,26,16,12
01/12/2016,1,1,13,7,26,16
01/13/2016,1,1,9,13,7,26
01/14/2016,1,1,18,9,13,7
01/15/2016,1,1,13,18,9,13
01/16/2016,1,1,8,13,18,9
01/17/2016,1,1,13,8,13,18
01/18/2016,1,1,7,13,8,13
01/19/2016,1,1,17,7,13,8
01/20/2016,1,1,13,17,7,13
01/21/2016,1,1,12,13,17,7
01/22/2016,1,1,15,12,13,17
01/23/2016,1,1,23,15,12,13
01/24/2016,1,1,21,23,15,12
01/25/2016,1,1,15,21,23,15
01/26/2016,1,1,18,15,21,23
01/27/2016,1,1,14,18,15,21
01/28/2016,1,1,17,14,18,15
01/29/2016,1,1,16,17,14,18
01/30/2016,1,1,14,16,17,14
01/31/2016,1,1,14,14,16,17
02/01/2016,1,1,16,14,14,16
02/02/2016,1,1,16,16,14,14
02/03/2016,1,1,19,16,16,14
02/04/2016,1,1,9,19,16,16
02/05/2016,1,1,14,9,19,16
02/06/2016,1,1,14,14,9,19
02/07/2016,1,1,18,14,14,9
02/08/2016,1,1,12,18,14,14
02/09/2016,1,1,14,12,18,14
02/10/2016,1,1,16,14,12,18
02/11/2016,1,1,14,16,14,12
02/12/2016,1,1,15,14,16,14
02/13/2016,1,1,10,15,14,16
02/14/2016,1,1,23,10,15,14
02/15/2016,1,1,8,23,10,15
02/16/2016,1,1,19,8,23,10
02/17/2016,1,1,29,19,8,23
02/18/2016,1,1,17,29,19,8
02/19/2016,1,1,18,17,29,19
02/20/2016,1,1,18,18,17,29
02/21/2016,1,1,21,18,18,17
02/22/2016,1,1,16,21,18,18
02/23/2016,1,1,16,16,21,18
02/24/2016,1,1,10,16,16,21
02/25/2016,1,1,12,10,16,16
02/26/2016,1,1,9,12,10,16
02/27/2016,1,1,21,9,12,10
02/28/2016,1,1,12,21,9,12
02/29/2016,1,1,14,12,21,9
03/01/2016,1,1,16,14,12,21
03/02/2016,1,1,17,16,14,12
03/03/2016,1,1,20,17,16,14
03/04/2016,1,1,17,20,17,16
03/05/2016,1,1,17,17,20,17
03/06/2016,1,1,22,17,17,20
03/07/2016,1,1,17,22,17,17
03/08/2016,1,1,9,17,22,17
03/09/2016,1,1,18,9,17,22
03/10/2016,1,1,15,18,9,17
03/11/2016,1,1,22,15,18,9
03/12/2016,1,1,17,22,15,18
03/13/2016,1,1,23,17,22,15
03/14/2016,1,1,13,23,17,22
03/15/2016,1,1,11,13,23,17
03/16/2016,1,1,23,11,13,23
03/17/2016,1,1,19,23,11,13
03/18/2016,1,1,21,19,23,11
03/19/2016,1,1,25,21,19,23
03/20/2016,1,1,25,25,21,19
03/21/2016,1,1,22,25,25,21
03/22/2016,1,1,17,22,25,25
03/23/2016,1,1,19,17,22,25
03/24/2016,1,1,18,19,17,22
03/25/2016,1,1,27,18,19,17
03/26/2016,1,1,22,27,18,19
03/27/2016,1,1,28,22,27,18
03/28/2016,1,1,16,28,22,27
03/29/2016,1,1,22,16,28,22
03/30/2016,1,1,14,22,16,28
03/31/2016,1,1,17,14,22,16
04/01/2016,1,1,32,17,14,22
04/02/2016,1,1,24,32,17,14
04/03/2016,1,1,29,24,32,17
04/04/2016,1,1,18,29,24,32
04/05/2016,1,1,20,18,29,24
04/06/2016,1,1,25,20,18,29
04/07/2016,1,1,18,25,20,18
04/08/2016,1,1,23,18,25,20
04/09/2016,1,1,22,23,18,25
04/10/2016,1,1,36,22,23,18
04/11/2016,1,1,18,36,22,23
04/12/2016,1,1,30,18,36,22
04/13/2016,1,1,24,30,18,36
04/14/2016,1,1,22,24,30,18
04/15/2016,1,1,23,22,24,30
04/16/2016,1,1,22,23,22,24
04/17/2016,1,1,18,22,23,22
04/18/2016,1,1,23,18,22,23
04/19/2016,1,1,23,23,18,22
04/20/2016,1,1,18,23,23,18
04/21/2016,1,1,20,18,23,23
04/22/2016,1,1,22,20,18,23
04/23/2016,1,1,23,22,20,18
04/24/2016,1,1,26,23,22,20
04/25/2016,1,1,15,26,23,22
04/26/2016,1,1,20,15,26,23
04/27/2016,1,1,19,20,15,26
04/28/2016,1,1,21,19,20,15
04/29/2016,1,1,30,21,19,20
04/30/2016,1,1,30,30,21,19
05/01/2016,1,1,30,30,30,21
05/02/2016,1,1,18,30,30,30
05/03/2016,1,1,29,18,30,30
05/04/2016,1,1,24,29,18,30
05/05/2016,1,1,17,24,29,18
05/06/2016,1,1,23,17,24,29
05/07/2016,1,1,23,23,17,24
05/08/2016,1,1,26,23,23,17
05/09/2016,1,1,18,26,23,23
05/10/2016,1,1,29,18,26,23
05/11/2016,1,1,21,29,18,26
05/12/2016,1,1,19,21,29,18
05/13/2016,1,1,26,19,21,29
05/14/2016,1,1,30,26,19,21
05/15/2016,1,1,39,30,26,19
05/16/2016,1,1,13,39,30,26
05/17/2016,1,1,25,13,39,30
05/18/2016,1,1,33,25,13,39
05/19/2016,1,1,26,33,25,13
05/20/2016,1,1,28,26,33,25
05/21/2016,1,1,35,28,26,33
05/22/2016,1,1,32,35,28,26
05/23/2016,1,1,22,32,35,28
05/24/2016,1,1,26,22,32,35
05/25/2016,1,1,29,26,22,32
05/26/2016,1,1,17,29,26,22
05/27/2016,1,1,26,17,29,26
05/28/2016,1,1,33,26,17,29
05/29/2016,1,1,29,33,26,17
05/30/2016,1,1,18,29,33,26
05/31/2016,1,1,18,18,29,33
06/01/2016,1,1,24,18,18,29
06/02/2016,1,1,25,24,18,18
06/03/2016,1,1,38,25,24,18
06/04/2016,1,1,28,38,25,24
06/05/2016,1,1,35,28,38,25
06/06/2016,1,1,23,35,28,38
06/07/2016,1,1,22,23,35,28
06/08/2016,1,1,22,22,23,35
06/09/2016,1,1,24,22,22,23
06/10/2016,1,1,34,24,22,22
06/11/2016,1,1,31,34,24,22
06/12/2016,1,1,22,31,34,24
06/13/2016,1,1,22,22,31,34
06/14/2016,1,1,25,22,22,31
06/15/2016,1,1,22,25,22,22
06/16/2016,1,1,30,22,25,22
06/17/2016,1,1,22,30,22,25
06/18/2016,1,1,27,22,30,22
06/19/2016,1,1,28,27,22,30
06/20/2016,1,1,15,28,27,22
06/21/2016,1,1,25,15,28,27
06/22/2016,1,1,25,25,15,28
06/23/2016,1,1,23,25,25,15
06/24/2016,1,1,31,23,25,25
06/25/2016,1,1,31,31,23,25
06/26/2016,1,1,32,31,31,23
06/27/2016,1,1,26,32,31,31
06/28/2016,1,1,28,26,32,31
06/29/2016,1,1,25,28,26,32
06/30/2016,1,1,25,25,28,26
07/01/2016,1,1,42,25,25,28
07/02/2016,1,1,32,42,25,25
07/03/2016,1,1,35,32,42,25
07/04/2016,1,1,18,35,32,42
07/05/2016,1,1,31,18,35,32
07/06/2016,1,1,22,31,18,35
07/07/2016,1,1,33,22,31,18
07/08/2016,1,1,34,33,22,31
07/09/2016,1,1,35,34,33,22
07/10/2016,1,1,28,35,34,33
07/11/2016,1,1,18,28,35,34
07/12/2016,1,1,27,18,28,35
07/13/2016,1,1,30,27,18,28
07/14/2016,1,1,22,30,27,18
07/15/2016,1,1,33,22,30,27
07/16/2016,1,1,34,33,22,30
07/17/2016,1,1,37,34,33,22
07/18/2016,1,1,24,37,34,33
07/19/2016,1,1,25,24,37,34
07/20/2016,1,1,22,25,24,37
07/21/2016,1,1,34,22,25,24
07/22/2016,1,1,26,34,22,25
07/23/2016,1,1,34,26,34,22
07/24/2016,1,1,25,34,26,34
07/25/2016,1,1,21,25,34,26
07/26/2016,1,1,24,21,25,34
07/27/2016,1,1,28,24,21,25
07/28/2016,1,1,30,28,24,21
07/29/2016,1,1,30,30,28,24
07/30/2016,1,1,38,30,30,28
07/31/2016,1,1,31,38,30,30
08/01/2016,1,1,21,31,38,30
08/02/2016,1,1,22,21,31,38
08/03/2016,1,1,28,22,21,31
08/04/2016,1,1,34,28,22,21
08/05/2016,1,1,24,34,28,22
08/06/2016,1,1,20,24,34,28
08/07/2016,1,1,31,20,24,34
08/08/2016,1,1,11,31,20,24
08/09/2016,1,1,26,11,31,20
08/10/2016,1,1,21,26,11,31
08/11/2016,1,1,23,21,26,11
08/12/2016,1,1,16,23,21,26
08/13/2016,1,1,27,16,23,21
08/14/2016,1,1,36,27,16,23
08/15/2016,1,1,24,36,27,16
08/16/2016,1,1,15,24,36,27
08/17/2016,1,1,25,15,24,36
08/18/2016,1,1,26,25,15,24
08/19/2016,1,1,29,26,25,15
08/20/2016,1,1,30,29,26,25
08/21/2016,1,1,22,30,29,26
08/22/2016,1,1,15,22,30,29
08/23/2016,1,1,24,15,22,30
08/24/2016,1,1,32,24,15,22
08/25/2016,1,1,17,32,24,15
08/26/2016,1,1,25,17,32,24
08/27/2016,1,1,24,25,17,32
08/28/2016,1,1,34,24,25,17
08/29/2016,1,1,14,34,24,25
08/30/2016,1,1,14,14,34,24
08/31/2016,1,1,17,14,14,34
09/01/2016,1,1,18,17,14,14
09/02/2016,1,1,20,18,17,14
09/03/2016,1,1,31,20,18,17
09/04/2016,1,1,25,31,20,18
09/05/2016,1,1,32,25,31,20
09/06/2016,1,1,28,32,25,31
09/07/2016,1,1,18,28,32,25
09/08/2016,1,1,28,18,28,32
09/09/2016,1,1,26,28,18,28
09/10/2016,1,1,25,26,28,18
09/11/2016,1,1,24,25,26,28
09/12/2016,1,1,24,24,25,26
09/13/2016,1,1,24,24,24,25
09/14/2016,1,1,19,24,24,24
09/15/2016,1,1,20,19,24,24
09/16/2016,1,1,19,20,19,24
09/17/2016,1,1,19,19,20,19
09/18/2016,1,1,27,19,19,20
09/19/2016,1,1,19,27,19,19
09/20/2016,1,1,23,19,27,19
09/21/2016,1,1,25,23,19,27
09/22/2016,1,1,25,25,23,19
09/23/2016,1,1,24,25,25,23
09/24/2016,1,1,26,24,25,25
09/25/2016,1,1,27,26,24,25
09/26/2016,1,1,17,27,26,24
09/27/2016,1,1,18,17,27,26
09/28/2016,1,1,27,18,17,27
09/29/2016,1,1,28,27,18,17
09/30/2016,1,1,23,28,27,18
10/01/2016,1,1,25,23,28,27
10/02/2016,1,1,26,25,23,28
10/03/2016,1,1,20,26,25,23
10/04/2016,1,1,28,20,26,25
10/05/2016,1,1,17,28,20,26
10/06/2016,1,1,22,17,28,20
10/07/2016,1,1,19,22,17,28
10/08/2016,1,1,24,19,22,17
10/09/2016,1,1,29,24,19,22
10/10/2016,1,1,18,29,24,19
10/11/2016,1,1,18,18,29,24
10/12/2016,1,1,16,18,18,29
10/13/2016,1,1,16,16,18,18
10/14/2016,1,1,32,16,16,18
10/15/2016,1,1,32,32,16,16
10/16/2016,1,1,26,32,32,16
10/17/2016,1,1,20,26,32,32
10/18/2016,1,1,21,20,26,32
10/19/2016,1,1,20,21,20,26
10/20/2016,1,1,30,20,21,20
10/21/2016,1,1,25,30,20,21
10/22/2016,1,1,26,25,30,20
10/23/2016,1,1,21,26,25,30
10/24/2016,1,1,16,21,26,25
10/25/2016,1,1,13,16,21,26
10/26/2016,1,1,16,13,16,21
10/27/2016,1,1,25,16,13,16
10/28/2016,1,1,18,25,16,13
10/29/2016,1,1,23,18,25,16
10/30/2016,1,1,33,23,18,25
10/31/2016,1,1,24,33,23,18
11/01/2016,1,1,22,24,33,23
11/02/2016,1,1,23,22,24,33
11/03/2016,1,1,23,23,22,24
11/04/2016,1,1,22,23,23,22
11/05/2016,1,1,29,22,23,23
11/06/2016,1,1,18,29,22,23
11/07/2016,1,1,17,18,29,22
11/08/2016,1,1,19,17,18,29
11/09/2016,1,1,22,19,17,18
11/10/2016,1,1,18,22,19,17
11/11/2016,1,1,26,18,22,19
11/12/2016,1,1,26,26,18,22
11/13/2016,1,1,36,26,26,18
11/14/2016,1,1,17,36,26,26
11/15/2016,1,1,22,17,36,26
11/16/2016,1,1,20,22,17,36
11/17/2016,1,1,19,20,22,17
11/18/2016,1,1,21,19,20,22
11/19/2016,1,1,36,21,19,20
11/20/2016,1,1,22,36,21,19
11/21/2016,1,1,14,22,36,21
11/22/2016,1,1,18,14,22,36
11/23/2016,1,1,20,18,14,22
11/24/2016,1,1,18,20,18,14
11/25/2016,1,1,26,18,20,18
11/26/2016,1,1,20,26,18,20
11/27/2016,1,1,20,20,26,18
11/28/2016,1,1,22,20,20,26
11/29/2016,1,1,27,22,20,20
11/30/2016,1,1,19,27,22,20
12/01/2016,1,1,13,19,27,22
12/02/2016,1,1,11,13,19,27
12/03/2016,1,1,19,11,13,19
12/04/2016,1,1,24,19,11,13
12/05/2016,1,1,13,24,19,11
12/06/2016,1,1,10,13,24,19
12/07/2016,1,1,17,10,13,24
12/08/2016,1,1,15,17,10,13
12/09/2016,1,1,7,15,17,10
12/10/2016,1,1,12,7,15,17
12/11/2016,1,1,20,12,7,15
12/12/2016,1,1,12,20,12,7
12/13/2016,1,1,23,12,20,12
12/14/2016,1,1,12,23,12,20
12/15/2016,1,1,10,12,23,12
12/16/2016,1,1,15,10,12,23
12/17/2016,1,1,19,15,10,12
12/18/2016,1,1,22,19,15,10
12/19/2016,1,1,17,22,19,15
12/20/2016,1,1,18,17,22,19
12/21/2016,1,1,12,18,17,22
12/22/2016,1,1,20,12,18,17
12/23/2016,1,1,21,20,12,18
12/24/2016,1,1,13,21,20,12
12/25/2016,1,1,20,13,21,20
12/26/2016,1,1,16,20,13,21
12/27/2016,1,1,10,16,20,13
12/28/2016,1,1,16,10,16,20
12/29/2016,1,1,21,16,10,16
12/30/2016,1,1,24,21,16,10
12/31/2016,1,1,14,24,21,16
